track_id;track_name;track_number;track_popularity;explicit;artist_name;artist_name & track name;artist_popularity;artist_followers;artist_genres;album_id;album_name;album_release_date;anno;decade;album_total_tracks;album_type;track_duration_min
1ipnbmNWOpIRIVDWiZzNpV;Tangled - Kingdom Dance (Tavern Edition);1;0;False;Colm R. McGuinness;Colm R. McGuinness - Tangled - Kingdom Dance (Tavern Edition);56;169882,00;sea shanties, celtic;2RyyO2q3J5nPrkoBWWA64m;Tangled - Kingdom Dance (Tavern Edition);2022-02-17;2022;2020;1;single;2.31
6VTnxajMD15WSIkbrtpw7e;Catwoman;1;0;False;Michael Giacchino;Michael Giacchino - Catwoman;63;430274,00;soundtrack;02xaXNo7Mvj1jBipVisNiF;"Catwoman (from The Batman"")""";2022-02-17;2022;2020;1;single;3.06
6Sqx6YNOsNbtWSwkjDuQhK;nature song;1;0;False;Shanin Blake;Shanin Blake - nature song;40;138369,00;N/A;6JgG3hdJeiBNHruSyKEho4;nature song;2022-02-14;2022;2020;1;single;3
2WzAAerBvZvvFXgUpSwHZ9;MIDNIGHT;1;63;False;PLAYAMANE;PLAYAMANE - MIDNIGHT;45;192204,00;phonk, drift phonk;5nWRdZWdSXAMvLTZFxuD2W;MIDNIGHT;2022-02-13;2022;2020;1;single;2.03
6N1K5OVVCopBjGViHs2IvP;The Joker And The Queen (feat. Taylor Swift);1;61;False;Ed Sheeran;Ed Sheeran - The Joker And The Queen (feat. Taylor Swift);88;122773292,00;soft pop;0vkAczpFKCazPKaoLtnBr0;The Joker And The Queen (feat. Taylor Swift);2022-02-11;2022;2020;1;single;3.09
27mMvmKRyrsz7i2cfTMgSQ;They Wanna Fuck;6;57;True;Kim Petras;Kim Petras - They Wanna Fuck;69;1192832,00;N/A;4rs52z8T5zPbsa5HM75tua;Slut Pop;2022-02-11;2022;2020;7;album;2.5
59CfNbkERJ3NoTXDvoURjj;Boyfriend;1;71;True;Dove Cameron;Dove Cameron - Boyfriend;70;5531011,00;N/A;4jUfPmvZGiRRJwULbfk1dc;Boyfriend;2022-02-11;2022;2020;1;single;2.55
1ri9ZUkBJVFUdgwzCnfcYs;MAMIII;1;69;False;Becky G;Becky G - MAMIII;74;16646605,00;reggaeton, latin;6GHUywBU0u92lg0Dhrt40R;MAMIII;2022-02-10;2022;2020;1;single;3.76
58rSMgjsjINUMUzHCyPYts;Ocean;1;54;False;ConKi;ConKi - Ocean;61;26095,00;N/A;2Yc0eyztM2jUtAgmB793eI;Ocean;2022-02-10;2022;2020;1;single;2.58
5Rdwzi6JgoYZp6AvH1ceCj;My Name Isn't Katherine;5;28;True;K.Flay;K.Flay - My Name Isn't Katherine;60;644838,00;N/A;1Ct0Q2DpQ7TjqdG3Ys453S;Inside Voices / Outside Voices;2022-02-04;2022;2020;12;album;3.65
3sa06xVNmLLYIxdNNmVQN8;Where Did You Go? (feat. MNEK);1;69;False;Jax Jones;Jax Jones - Where Did You Go? (feat. MNEK);68;1255871,00;N/A;5vSLX6JljaSXuRY2Wqi6xL;Where Did You Go (feat. MNEK);2022-02-04;2022;2020;1;single;2.96
0IuVhCflrQPMGRrOyoY5RW;she's all i wanna be;1;4;False;Tate McRae;Tate McRae - she's all i wanna be;88;9241516,00;pop;51oWPUjnGhecw62V8LDXK8;she's all i wanna be;2022-02-04;2022;2020;1;single;3.44
0wSjnoZ9DwNALD7QjCMtYJ;TGIF (feat. Tom Morello);4;37;True;K.Flay;K.Flay - TGIF (feat. Tom Morello);61;644963,00;N/A;1Ct0Q2DpQ7TjqdG3Ys453S;Inside Voices / Outside Voices;2022-02-04;2022;2020;12;album;3.33
2mTi5x0gW64QWPg2weiifi;The Muck;6;31;True;K.Flay;K.Flay - The Muck;60;644838,00;N/A;1Ct0Q2DpQ7TjqdG3Ys453S;Inside Voices / Outside Voices;2022-02-04;2022;2020;12;album;3.4
5DgMOfCM7ifytnuRYiXk1p;Visa;1;0;False;Idreesi;Idreesi - Visa;27;20920,00;arabic hip hop;3P8w1yapiWK6BP9jgKzg3S;Visa;2022-02-04;2022;2020;1;single;2.22
140FZc81yT89NfXsooPWWW;Weirdo;10;41;False;K.Flay;K.Flay - Weirdo;61;644963,00;N/A;1Ct0Q2DpQ7TjqdG3Ys453S;Inside Voices / Outside Voices;2022-02-04;2022;2020;12;album;3.75
5mMoKKuuPNGDBvwiN7tmot;Four Letter Words;1;37;True;K.Flay;K.Flay - Four Letter Words;61;644963,00;N/A;1Ct0Q2DpQ7TjqdG3Ys453S;Inside Voices / Outside Voices;2022-02-04;2022;2020;12;album;2.45
0p0IQMLbsnOvpnwW4505bJ;The Riddler;1;0;False;Michael Giacchino;Michael Giacchino - The Riddler;63;430076,00;soundtrack;7fJecMMgRJymUBb5YU5LwL;"The Riddler (from The Batman"")""";2022-02-03;2022;2020;1;single;5.02
5ZNj8iQFmW1pGjAjT3TMy1;GRIM REAPER;1;50;False;Lil God Dan;Lil God Dan - GRIM REAPER;50;112613,00;N/A;5AsKz3RTNhijgn95BOdclP;GRIM REAPER;2022-02-03;2022;2020;1;single;2.32
219slQu3ALbTSAe9P22hvE;Happiest Year;14;72;False;Jaymes Young;Jaymes Young - Happiest Year;64;1041835,00;N/A;5NE8n9E4dMUFvOUZo0tv6p;Feel Something (Deluxe);2022-01-28;2022;2020;15;album;3.8
6QFCgioM2ZDxCEadWUes2b;"(Pick Me Up) Euphoria - From Euphoria"" An HBO Original Series""";1;45;False;James Blake;"James Blake - (Pick Me Up) Euphoria - From Euphoria"" An HBO Original Series""";69;1551541,00;N/A;1zSMkbRmwnGZ8s2IbRnTKT;"(Pick Me Up) Euphoria [From Euphoria"" An HBO Original Series]""";2022-01-28;2022;2020;1;single;3.25
5Fw2jZDnkv3k49Uq5NDLjg;Locked Eyes;1;0;False;Casual Sex;Casual Sex - Locked Eyes;37;9183,00;N/A;5fdAKBsYlPNbYu6lblH2jw;Locked Eyes;2022-01-28;2022;2020;2;single;2.46
4nAkPawzPeuy6V5h3ML8Ks;Monument Valley;10;32;False;Gary O'Slide;Gary O'Slide - Monument Valley;30;5446,00;southern gothic;1GkkGdsXQIhDAzxmJjyoA2;Mississippi Boy;2022-01-28;2022;2020;11;album;2.55
3o9kpgkIcffx0iSwxhuNI2;Numb Little Bug;1;69;False;Em Beihold;Em Beihold - Numb Little Bug;67;676095,00;N/A;20zaiRxxUfDqdCKsdSo7HM;Numb Little Bug;2022-01-28;2022;2020;1;single;2.82
2noNS9pSdi95Mw7ul7LGS1;Osmose;5;15;False;Gary O'Slide;Gary O'Slide - Osmose;30;5448,00;southern gothic;1GkkGdsXQIhDAzxmJjyoA2;Mississippi Boy;2022-01-28;2022;2020;11;album;3.33
0wrQDxvQVcpYy0eI4H3lvy;Superhuman (with K.Flay);1;8;True;Party Favor;Party Favor - Superhuman (with K.Flay);47;180459,00;edm trap;1zioXc4GU8Ogo2AcoX3jRV;Superhuman (with K.Flay);2022-01-28;2022;2020;1;single;4
0hs3unYvc0bFG2NgheFdkO;The Batman;1;0;False;Michael Giacchino;Michael Giacchino - The Batman;63;430168,00;soundtrack;17zHcTl1W5UB4G7kr6e838;"The Batman (from The Batman"")""";2022-01-21;2022;2020;1;single;6.79
1XkRprkVY9ntVC7KzHrlaZ;The Book of Boba Fett;17;48;False;Ludwig Göransson;Ludwig Göransson - The Book of Boba Fett;64;425177,00;soundtrack;36qgdmFn1KjBOSG55PB1Ju;The Book of Boba Fett: Vol. 1 (Chapters 1-4) [Original Soundtrack];2022-01-21;2022;2020;17;album;2.92
1G1R0XgChe18Zr1o6tlmN6;Watercolor Eyes - From “Euphoria” An HBO Original Series;1;61;False;Lana Del Rey;Lana Del Rey - Watercolor Eyes - From “Euphoria” An HBO Original Series;88;51821190,00;alternative pop, indie pop;12fNudihprFoc3Jj5nGFkF;Watercolor Eyes (From “Euphoria” An HBO Original Series);2022-01-21;2022;2020;1;single;3.52
5zHX1aFxP5p10NI4L1nkai;You Keep Me Crawling;5;41;False;AURORA;AURORA - You Keep Me Crawling;72;4694955,00;norwegian pop, art pop;2HPgGJnpimfmFPMjP0syqY;The Gods We Can Touch;2022-01-21;2022;2020;15;album;2.98
1BSMpVGWs3v5BZKnAQziAc;Light Switch;1;2;False;Charlie Puth;Charlie Puth - Light Switch;80;25306511,00;soft pop, pop;6PBwTu4IgZMQNTKtrgxzZQ;Light Switch;2022-01-20;2022;2020;1;single;3.09
3AVXwaOGCEL8cmBecfcsFJ;Light Switch;2;56;False;Charlie Puth;Charlie Puth - Light Switch;80;25306511,00;soft pop, pop;4RRj9PqBj79OFDB2ydM7qs;Light Switch (Instrumental);2022-01-19;2022;2020;2;single;3.12
5QcAVWXiPZKwPKROCadd7O;ミリス神聖国;10;18;False;藤澤慶昌;藤澤慶昌 - ミリス神聖国;40;13564,00;anime;1oPlAPkVErLoGM8owunDZ6;『無職転生 ～異世界行ったら本気だす～』 オリジナル・サウンドトラック2;2022-01-19;2022;2020;34;album;1.99
3tT0edvgS4R76tEAUV2fVz;Streets Vacation Bible School;1;0;True;XXKATUSJINSUX;XXKATUSJINSUX - Streets Vacation Bible School;50;97074,00;N/A;0WBl1uLSKKqGqTyg2XkUwj;Streets Vacation Bible School;2022-01-17;2022;2020;1;single;4.53
1GsSM1Fju5J1Fsu51jEsTg;tears in the club (feat. the weeknd);4;52;True;FKA twigs;FKA twigs - tears in the club (feat. the weeknd);63;1441722,00;art pop, alternative r&b;3G77BQuJy3jahjdkKQNNNM;CAPRISONGS;2022-01-14;2022;2020;17;album;3.27
5zuYZxEWupGzIwlRY6KnNB;True Love;1;51;False;ConKi;ConKi - True Love;61;26095,00;N/A;3wgC0MRKuYvaq61TdIpc11;True Love;2022-01-13;2022;2020;1;single;2.76
3LnpBazWpD31QMTn6LgVGv;pushin P (feat. Young Thug);2;0;True;Gunna;Gunna - pushin P (feat. Young Thug);85;10342615,00;melodic rap;4oxmme6i4mypSt2DDzPTsW;DS4EVER;2022-01-07;2022;2020;19;album;2.27
5x2qaRAkD9nwiechyghoSz;and i'd go a thousand miles;1;0;False;Montell Fish;Montell Fish - and i'd go a thousand miles;72;2131649,00;N/A;084HFOuyGVdNrKQvR6Tdcm;and i'd go a thousand miles;2022-01-07;2022;2020;1;single;2.43
1nH2PkJL1XoUq8oE6tBZoU;Sacrifice;5;70;True;The Weeknd;The Weeknd - Sacrifice;93;112957721,00;r&b pop, alternative r&b, hip hop, synthpop;2nLOHgzXzwFEpl62zAgCEC;Dawn FM;2022-01-06;2022;2020;16;album;3.14
0mL82sxCRjrs3br407IdJh;Is There Someone Else?;10;81;False;The Weeknd;The Weeknd - Is There Someone Else?;93;112918137,00;r&b pop, alternative r&b, hip hop, synthpop;2nLOHgzXzwFEpl62zAgCEC;Dawn FM;2022-01-06;2022;2020;16;album;3.31
2D4dV2KXDTszzJ3p3cFqhA;Less Than Zero;15;72;False;The Weeknd;The Weeknd - Less Than Zero;93;112957721,00;r&b pop, alternative r&b, hip hop, synthpop;2nLOHgzXzwFEpl62zAgCEC;Dawn FM;2022-01-06;2022;2020;16;album;3.53
2SLwbpExuoBDZBpjfefCtV;Out of Time;7;76;False;The Weeknd;The Weeknd - Out of Time;94;112995439,00;r&b pop, alternative r&b, hip hop, synthpop;2nLOHgzXzwFEpl62zAgCEC;Dawn FM;2022-01-06;2022;2020;16;album;3.56
0DhvbmscwStZ6KyORk9w5j;What Hurts The Most;1;39;False;Rascal Flatts;Rascal Flatts - What Hurts The Most;68;3672166,00;country;4qAaZDNsHYYskIFK49hC2c;Sad Country;2022-01-05;2022;2020;26;compilation;3.56
3yMC1KsTwh0ceXdIe4QQAQ;Fingers Crossed;1;59;False;Lauren Spencer Smith;Lauren Spencer Smith - Fingers Crossed;68;1764567,00;N/A;7i5dqey54xo8F2flVer0yY;Fingers Crossed;2022-01-05;2022;2020;1;single;2.92
7jqWQnp2usYfyGwWJrQT0c;meet me in the pale moonlight;1;0;False;LO LA;LO LA - meet me in the pale moonlight;2;630,00;N/A;3mYZwWudsw8wbgiFzKig7c;meet me in the pale moonlight;2021-12-31;2021;2020;1;single;3.38
22xZyUMKiPPYshak6ixabl;Meet Me in The Pale Moonlight;1;0;True;WhiteBuffs;WhiteBuffs - Meet Me in The Pale Moonlight;0;2379,00;N/A;52dPoJcDrfQLra6DULpHwy;Meet Me in The Pale Moonlight;2021-12-31;2021;2020;1;single;3.37
5902W4uHWzhtOff1UK7the;When I’m Gone (with Katy Perry);1;65;False;Alesso;Alesso - When I’m Gone (with Katy Perry);72;4034129,00;edm;5itVTi6rI3MlOcWBxROxd9;When I’m Gone (with Katy Perry);2021-12-29;2021;2020;1;single;2.68
6YJafO3sMQmcyxNT6AzOjK;Doja - 4 Morant;1;12;False;JuMa44;JuMa44 - Doja - 4 Morant;2;644,00;N/A;0Y4MxZrRSwTWD9N9kphvWQ;Doja - 4 Morant;2021-12-22;2021;2020;1;single;2.9
64TXVfsZvY48VDRDxjQsYD;Stop;2;8;False;AJ Mitchell;AJ Mitchell - Stop;50;905982,00;N/A;4LwfbL1AP49SGWXsPPJGRF;SKYVIEW (Deluxe);2021-12-17;2021;2020;15;album;2.95
2SabxRgV7VMc1LRHgw0HIo;nuts (feat. rainy bear);1;1;True;Lil Peep;Lil Peep - nuts (feat. rainy bear);82;15689879,00;emo rap, cloud rap;6BLWg8PQC0yCeCeWSddKaI;nuts (feat. rainy bear);2021-12-17;2021;2020;1;single;1.42
7Ettk6tYui5ucUeRlEyZE3;Nächte in der Trap;1;34;True;Beyazz;Beyazz - Nächte in der Trap;53;185289,00;german hip hop;3tS6A4usXaNuGClGR4itVK;Nächte in der Trap;2021-12-16;2021;2020;1;single;2.3
5Z55fSa40aCWHg7nFufpSU;Love & Validation - Single Edit;1;18;False;Boys Noize;Boys Noize - Love & Validation - Single Edit;57;312847,00;electro house;57rOBn6Ak0sfv8okcOGhk9;Love & Validation;2021-12-15;2021;2020;1;single;4
46Ykbossnav7MND8qCJcGR;Don't Look Up - Main Title Theme;7;29;False;Nicholas Britell;Nicholas Britell - Don't Look Up - Main Title Theme;60;175835,00;N/A;6HCz7HiX96XF6tm7sACnM7;Don't Look Up (Soundtrack from the Netflix Film);2021-12-10;2021;2020;31;album;0.86
3azJifCSqg9fRij2yKIbWz;The Color Violet;4;84;False;Tory Lanez;Tory Lanez - The Color Violet;79;8276031,00;N/A;5Gm2XKBgnlzd6qTi7LE1z2;Alone At Prom;2021-12-10;2021;2020;11;album;3.77
3rdAz1fbUfZxYgaCviYhRo;Todo De Ti;1;78;True;Rauw Alejandro;Rauw Alejandro - Todo De Ti;88;31093918,00;reggaeton, urbano latino, trap latino, latin;2Nt6MDJXfoxQ22tIQgWXIh;VICE VERSA;2021-12-10;2021;2020;14;album;3.32
31YHdtc3RN5X8JYIaNm1Lp;Hawkeye's Theme;1;33;False;Christophe Beck;Christophe Beck - Hawkeye's Theme;54;44217,00;soundtrack;6kEKPX5fzADIWcFc33qawM;Hawkeye: Vol. 1 (Episodes 1-3) [Original Soundtrack];2021-12-10;2021;2020;20;album;1.81
1au2UduxcvHfa0fZS3Szci;Lavender Sunflower;5;73;False;Tory Lanez;Tory Lanez - Lavender Sunflower;79;8276031,00;N/A;5Gm2XKBgnlzd6qTi7LE1z2;Alone At Prom;2021-12-10;2021;2020;11;album;2.53
6VQHxCQin559T3EGjxNNv5;Zankyou Sanka (Demon Slayer Piano);1;21;False;Aleta;Aleta - Zankyou Sanka (Demon Slayer Piano);28;2055,00;anime;2C2VoHBYUGV9WulZKMw0MA;Zankyou Sanka (Demon Slayer Piano);2021-12-08;2021;2020;1;single;3.97
5RBOcBpJXaNnHCGViJmYhh;The Perfect Girl;1;76;False;Mareux;Mareux - The Perfect Girl;62;584762,00;darkwave, cold wave;2JnZQM70jbT0J1Xq0qgl24;The Perfect Girl;2021-12-08;2021;2020;1;single;3.24
337205OvZD52eTGmSxbjWJ;Toxic;1;53;False;Omido;Omido - Toxic;58;72064,00;dark r&b;43qkaJA9guEhSOuuNaNd8o;Toxic;2021-12-08;2021;2020;1;single;2.65
4h4QlmocP3IuwYEj2j14p8;Sunroof;1;7;False;Nicky Youre;Nicky Youre - Sunroof;63;329655,00;N/A;0VaHnwzDug4AcDkejYDUl5;Sunroof;2021-12-03;2021;2020;1;single;2.71
5dXWFMwD7I7zXsInONVl0H;I Hate U;1;64;True;SZA;SZA - I Hate U;87;33043825,00;r&b;1hJUh5y1ggqqGsCivnRmHw;I Hate U;2021-12-03;2021;2020;1;single;2.9
14nNemG2GpRL2vTgMO9QDE;Living Rooms;2;0;True;Lil Peep;Lil Peep - Living Rooms;82;15689879,00;emo rap, cloud rap;5ajnqokZWzTySQgUt2RgLW;HIGH FASHION;2021-12-03;2021;2020;3;single;3.08
0sTlGEld0h8kIPZaKDYUf4;Notion;1;83;False;The Rare Occasions;The Rare Occasions - Notion;65;688597,00;N/A;4Uf8BVznefnd2xZm2nRFUx;Notion;2021-12-02;2021;2020;1;single;3.25
0zqBZqm5czQ3A4EoSdKFHj;Man On The Moon;2;60;False;Alan Walker;Alan Walker - Man On The Moon;78;41264069,00;N/A;3KrkQ77DF9OUB0aOzKFYOF;World Of Walker;2021-11-26;2021;2020;15;album;2.97
3GVKyOV4r96dYPpNY6uVba;New Frnd;1;0;False;Zaid Khaled;Zaid Khaled - New Frnd;37;68002,00;arabic hip hop, egyptian hip hop, egyptian pop;0VWeRrQLG3qifPlk81lQAB;Tayarat o Sayarat;2021-11-26;2021;2020;10;album;3.02
3RfTeIrWS8LNrfHYwechtt;Sunroof;1;3;False;Nicky Youre;Nicky Youre - Sunroof;63;329420,00;N/A;7xb8OvPMTdDSELqdWcddA0;Sunroof;2021-11-26;2021;2020;1;single;2.71
28VbwtsYnj85UEODGpQRem;Alone, Pt. II;3;71;False;Alan Walker;Alan Walker - Alone, Pt. II;78;41268567,00;N/A;3KrkQ77DF9OUB0aOzKFYOF;World Of Walker;2021-11-26;2021;2020;15;album;2.98
0BrEYBgoQkDtIPdzV70GOP;Hunger;1;0;False;ConKi;ConKi - Hunger;61;26095,00;N/A;7gPS8inApFkprD1D1lhOep;Hunger;2021-11-25;2021;2020;1;single;2.87
2zpZkOV7sD9C4Cv0cukoHV;Always Been You;1;0;False;Jessie Murph;Jessie Murph - Always Been You;76;1626341,00;N/A;1VhOdgOjIARBn6SoNyeQDa;Always Been You;2021-11-24;2021;2020;1;single;2.19
65zIby9Z03d1bhGvLNJNrA;Soaked;1;73;True;Shy Smith;Shy Smith - Soaked;56;171799,00;N/A;6cd80qsoUsGCmHasCswGhW;Soaked;2021-11-24;2021;2020;1;single;2.99
4qXKkOZ691yYgQu4Lunrds;Enemy feat. J.I.D. (from the series Arcane League of Legends);5;0;False;Imagine Dragons;Imagine Dragons - Enemy feat. J.I.D. (from the series Arcane League of Legends);85;58364373,00;N/A;3MdiH74FL8mhlbnR6DcqJd;Arcane League of Legends (Soundtrack from the Animated Series);2021-11-20;2021;2020;11;album;2.88
09u787BYeYIGd2mFIJ505t;Cry Your Heart Out;4;60;False;Adele;Adele - Cry Your Heart Out;83;66734917,00;soft pop;21jF5jlMtzo94wbxmJ18aa;30;2021-11-19;2021;2020;12;album;4.25
46IZ0fSY2mpAiktS3KOqds;Easy On Me;2;81;False;Adele;Adele - Easy On Me;83;66734917,00;soft pop;21jF5jlMtzo94wbxmJ18aa;30;2021-11-19;2021;2020;12;album;3.74
2sHYMLUd4nVLxHPKY05Ein;Habibi - Albanian Remix;1;69;False;Ricky Rich;Ricky Rich - Habibi - Albanian Remix;57;251449,00;N/A;3WOsyRdlR3qA5BhKW3Ffkj;Habibi (Albanian Remix);2021-11-19;2021;2020;2;single;2.15
6bGMSP3H9YqkmaLnaJTIoF;Hold On;10;61;False;Adele;Adele - Hold On;83;66705650,00;soft pop;21jF5jlMtzo94wbxmJ18aa;30;2021-11-19;2021;2020;12;album;6.1
6v0UJD4a2FtleHeSYVX02A;I Drink Wine;7;71;False;Adele;Adele - I Drink Wine;83;66734917,00;soft pop;21jF5jlMtzo94wbxmJ18aa;30;2021-11-19;2021;2020;12;album;6.26
10ImcQk9tihY1EKMDIbvXJ;To Be Loved;11;64;False;Adele;Adele - To Be Loved;83;66751662,00;soft pop;21jF5jlMtzo94wbxmJ18aa;30;2021-11-19;2021;2020;12;album;6.73
0ReW6nVTHr6Q12TYb5DGyc;Weekend;1;47;True;Dxvn.;Dxvn. - Weekend;40;51095,00;dark r&b, trap soul;1qKCzt6WD7GWJ8n5P6cItI;Weekend;2021-11-19;2021;2020;1;single;3.24
2j3GxEsbNYNeEzz86wDY4J;Love Is A Game;12;61;False;Adele;Adele - Love Is A Game;83;66705650,00;soft pop;21jF5jlMtzo94wbxmJ18aa;30;2021-11-19;2021;2020;12;album;6.71
2DuPBbS5mIldXnh7Wum8Cy;My Little Love;3;63;False;Adele;Adele - My Little Love;83;66734917,00;soft pop;21jF5jlMtzo94wbxmJ18aa;30;2021-11-19;2021;2020;12;album;6.48
3Kkjo3cT83cw09VJyrLNwX;Oh My God;5;72;False;Adele;Adele - Oh My God;83;66720643,00;soft pop;21jF5jlMtzo94wbxmJ18aa;30;2021-11-19;2021;2020;12;album;3.75
13CVSGLSFl4UxpDVR6u3dq;Strangers By Nature;1;59;False;Adele;Adele - Strangers By Nature;83;66720643,00;soft pop;21jF5jlMtzo94wbxmJ18aa;30;2021-11-19;2021;2020;12;album;3.03
2c6xRsQBv7pynuhYhWoHxo;Woman Like Me;9;59;False;Adele;Adele - Woman Like Me;83;66720643,00;soft pop;21jF5jlMtzo94wbxmJ18aa;30;2021-11-19;2021;2020;12;album;5
496vIKS2INz840xZaKncvR;All Night Parking (with Erroll Garner) Interlude;8;61;False;Adele;Adele - All Night Parking (with Erroll Garner) Interlude;83;66734917,00;soft pop;21jF5jlMtzo94wbxmJ18aa;30;2021-11-19;2021;2020;12;album;2.69
6w8ZPYdnGajyfPddTWdthN;Can I Get It;6;65;False;Adele;Adele - Can I Get It;83;66734917,00;soft pop;21jF5jlMtzo94wbxmJ18aa;30;2021-11-19;2021;2020;12;album;3.5
4chCYhp95erqgHFXRfBR24;The Moon's Song;1;55;False;Olivia Fern;Olivia Fern - The Moon's Song;44;26887,00;N/A;2PmmITeNV6y4SD9UALQsq6;Calling Us Home;2021-11-16;2021;2020;10;album;3.32
5OFf5pzpIcdstWwAhv5YXE;right here;1;0;True;Lil Peep;Lil Peep - right here;82;15684530,00;emo rap, cloud rap;0aPzug6VeXcedSM4yJyqId;right here;2021-11-15;2021;2020;1;single;2.94
32ZGcotUVtU3Zfz9lmM8Mi;Praise God;7;53;False;Kanye West;Kanye West - Praise God;89;31052119,00;rap;2Wiyo7LzdeBCsVZiRA6vVZ;Donda (Deluxe);2021-11-14;2021;2020;32;album;3.77
4IQkfUsrwXol38VV3U7t7T;Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault);28;63;False;Taylor Swift;Taylor Swift - Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault);100;145396321,00;country, pop, indie, folk;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);2021-11-12;2021;2020;30;album;4
4TMhakloPMPS84lNHNTSa3;Smells Like Teen Spirit - Remastered 2021;1;54;False;Nirvana;Nirvana - Smells Like Teen Spirit - Remastered 2021;81;23384088,00;grunge, rock;5eA0qtE7Yu29XiMlwoby2G;Nevermind (30th Anniversary Super Deluxe);2021-11-12;2021;2020;75;album;5.01
5enxwA8aAbwZbf5qCHORXi;All Too Well (10 Minute Version) (Taylor's Version) (From The Vault);30;80;True;Taylor Swift;Taylor Swift - All Too Well (10 Minute Version) (Taylor's Version) (From The Vault);100;145443567,00;country, pop, indie, folk;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);2021-11-12;2021;2020;30;album;10.21
3nsfB1vus2qaloUdcBZvDu;All Too Well (Taylor's Version);5;72;False;Taylor Swift;Taylor Swift - All Too Well (Taylor's Version);100;145489371,00;country, pop, indie, folk;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);2021-11-12;2021;2020;30;album;5.48
05GsNucq8Bngd9fnd4fRa0;Begin Again (Taylor's Version);16;68;False;Taylor Swift;Taylor Swift - Begin Again (Taylor's Version);100;145542136,00;country, pop, indie, folk;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);2021-11-12;2021;2020;30;album;3.98
7J4b3LVCIGO4CMBDFLPoP6;Holy Ground (Taylor's Version);11;62;False;Taylor Swift;Taylor Swift - Holy Ground (Taylor's Version);100;145396321,00;country, pop, indie, folk;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);2021-11-12;2021;2020;30;album;3.38
4pryE6cN2gFL1FVF5fYINl;Leave The Door Open;2;69;False;Bruno Mars;Bruno Mars - Leave The Door Open;90;75492598,00;N/A;4VZ7jhV0wHpoNPCB7Vmiml;An Evening With Silk Sonic;2021-11-12;2021;2020;10;album;4.03
3S7HNKPakdwNEBFIVTL6dZ;Treacherous (Taylor's Version);3;64;False;Taylor Swift;Taylor Swift - Treacherous (Taylor's Version);100;145396321,00;country, pop, indie, folk;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);2021-11-12;2021;2020;30;album;4.04
3z6XUommYDWPHeFhmhhT6j;Message In A Bottle (Taylor's Version) (From The Vault);25;71;False;Taylor Swift;Taylor Swift - Message In A Bottle (Taylor's Version) (From The Vault);100;145489371,00;country, pop, indie, folk;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);2021-11-12;2021;2020;30;album;3.76
3IAfUEeaXRX9s9UdKOJrFI;Envolver;1;67;False;Anitta;Anitta - Envolver;78;13246794,00;brazilian pop, funk pop, brazilian funk, funk carioca;6UsualeqgzPnb8cfaQ5nL7;Envolver;2021-11-11;2021;2020;1;single;3.23
7sMBvZCSUl99bJLXZaLa0b;Smokin Out The Window;5;0;False;Bruno Mars;Bruno Mars - Smokin Out The Window;90;75474551,00;N/A;2qLI9pIjubUQMlpdmid2sE;An Evening With Silk Sonic;2021-11-11;2021;2020;9;album;3.29
6dmXZ9B5HdFAyzHeTneYBK;LA FAMA (with The Weeknd);1;1;False;ROSALÍA;ROSALÍA - LA FAMA (with The Weeknd);77;8597160,00;latin;39LyZrNGkbc2IUeVOhwmGU;LA FAMA (with The Weeknd);2021-11-11;2021;2020;1;single;3.13
1LPSkqVhWVRUkKE03YUkpB;Leave The Door Open;2;0;False;Bruno Mars;Bruno Mars - Leave The Door Open;89;75455093,00;N/A;2qLI9pIjubUQMlpdmid2sE;An Evening With Silk Sonic;2021-11-11;2021;2020;9;album;4.03
5vUnjhBzRJJIAOJPde6zDx;TO THE MOON;1;62;True;JNR CHOI;JNR CHOI - TO THE MOON;46;77400,00;N/A;70uNWLPkbci5L1bZI1Mzp6;TO THE MOON;2021-11-06;2021;2020;1;single;2.53
0fkHdHiGkus3r5aPMqYMKa;What We Leave Behind;1;33;False;Kupla;Kupla - What We Leave Behind;52;103849,00;lo-fi hip hop, lo-fi, lo-fi beats;2UE6MfNwEfarYLKvs85Gq0;What We Leave Behind;2021-11-05;2021;2020;1;single;2.37
2g1QPpTd4o8gTAapxEUPnz;Dirty Thoughts;1;55;False;Chloe Adams;Chloe Adams - Dirty Thoughts;52;198548,00;N/A;5bQZRw0e4UHu3KrkGrVKto;Dirty Thoughts;2021-11-05;2021;2020;1;single;2.16
31MQR9rOHRXyg4J01hRY1h;Fall in Love with You.;1;0;False;Montell Fish;Montell Fish - Fall in Love with You.;72;2131649,00;N/A;5nXW8DTden7uHd0eyZengc;Fall in Love with You.;2021-11-05;2021;2020;1;single;2.2
